id,label,Var3
4134,delta,delta
4245,delta,delta
2792,delta,delta
8421,beta,delta
3427,delta,delta
1703,delta,delta
3346,delta,delta
1066,delta,delta
3356,delta,delta
2662,delta,delta
2212,delta,delta
7672,delta,delta
6746,delta,delta
6550,delta,delta
370,delta,delta
337,delta,delta
2668,delta,delta
7603,delta,delta
6570,delta,delta
3144,delta,delta
1390,quiescent_stellate,delta
240,delta,delta
4803,delta,delta
1495,delta,delta
5812,delta,delta
817,delta,delta
3932,delta,delta
2209,delta,delta
3188,ductal,delta
3184,delta,delta
6449,delta,delta
6511,delta,delta
8190,delta,delta
3975,delta,delta
930,delta,delta
989,delta,delta
3935,delta,delta
4875,delta,delta
5814,delta,delta
5738,delta,delta
798,delta,delta
6720,delta,delta
2806,delta,delta
6689,delta,delta
5759,delta,delta
4067,delta,delta
3933,delta,delta
4087,delta,delta
2756,delta,delta
8214,delta,delta
2645,delta,delta
8194,delta,delta
684,delta,delta
3133,epsilon,delta
566,alpha,delta
844,delta,delta
762,delta,delta
3849,delta,delta
6466,delta,delta
6597,delta,delta
3348,delta,delta
8137,delta,delta
3877,delta,delta
3319,delta,delta
251,delta,delta
3855,delta,delta
1679,delta,delta
3959,delta,delta
4020,delta,delta
1406,delta,delta
1410,delta,delta
1479,delta,delta
4778,delta,delta
8199,delta,delta
6098,delta,delta
8278,delta,delta
7978,delta,delta
110,delta,delta
281,delta,delta
6471,delta,delta
1543,delta,delta
2647,delta,delta
1011,delta,delta
955,delta,delta
2677,delta,delta
778,delta,delta
321,delta,delta
5910,delta,delta
4783,delta,delta
938,delta,delta
1403,delta,delta
5582,delta,delta
1307,delta,delta
752,delta,delta
2060,delta,delta
3120,delta,delta
8171,delta,delta
841,delta,delta
306,delta,delta
7659,delta,delta
4822,delta,delta
6569,delta,delta
6547,delta,delta
6525,delta,delta
1516,delta,delta
7643,delta,delta
4707,delta,delta
8058,delta,delta
2041,delta,delta
8005,delta,delta
1599,delta,delta
6602,delta,delta
192,delta,delta
201,delta,delta
4743,delta,delta
7567,delta,delta
7311,ductal,delta
3150,delta,delta
7877,ductal,delta
7898,delta,delta
906,delta,delta
3219,delta,delta
3384,delta,delta
5644,delta,delta
897,delta,delta
1526,delta,delta
3853,delta,delta
7685,delta,delta
2093,delta,delta
4944,delta,delta
4752,delta,delta
4040,delta,delta
4000,delta,delta
310,delta,delta
3298,delta,delta
2106,delta,delta
2605,delta,delta
1444,delta,delta
338,delta,delta
1461,delta,delta
2636,delta,delta
2680,delta,delta
3962,delta,delta
8092,delta,delta
8033,delta,delta
2137,delta,delta
8104,delta,delta
5697,delta,delta
2292,delta,delta
1990,quiescent_stellate,delta
2370,delta,delta
6780,delta,delta
978,delta,delta
3322,delta,delta
3194,delta,delta
3233,delta,delta
7470,delta,delta
7585,delta,delta
4244,delta,delta
960,delta,delta
2390,delta,delta
3413,delta,delta
481,delta,delta
4196,delta,delta
5751,delta,delta
773,delta,delta
8319,delta,delta
2779,delta,delta
2738,delta,delta
1721,alpha,delta
3446,delta,delta
3587,delta,delta
3520,delta,delta
3466,delta,delta
2215,delta,delta
1768,delta,delta
2831,delta,delta
8412,delta,delta
3922,delta,delta
5740,delta,delta
3407,delta,delta
8367,delta,delta
6035,delta,delta
6802,delta,delta
5707,delta,delta
3245,delta,delta
878,delta,delta
6555,beta,delta
6579,delta,delta
2674,delta,delta
5795,delta,delta
235,delta,delta
1568,delta,gamma
7827,gamma,gamma
4990,gamma,gamma
7119,gamma,gamma
403,gamma,gamma
3075,gamma,gamma
3081,gamma,gamma
832,gamma,gamma
516,gamma,gamma
1151,gamma,gamma
8434,gamma,gamma
421,gamma,gamma
476,gamma,gamma
511,gamma,gamma
7153,gamma,gamma
3027,gamma,gamma
352,gamma,gamma
2468,gamma,gamma
1075,gamma,gamma
4522,gamma,gamma
2482,gamma,gamma
2984,gamma,gamma
3475,gamma,gamma
1648,gamma,gamma
1559,gamma,gamma
6769,gamma,gamma
3643,activated_stellate,gamma
2163,gamma,gamma
8143,gamma,gamma
8076,gamma,gamma
6990,gamma,gamma
1537,gamma,gamma
7654,gamma,gamma
7715,gamma,gamma
8397,gamma,gamma
7736,gamma,gamma
3046,gamma,gamma
3655,gamma,gamma
8304,gamma,gamma
8293,gamma,gamma
8320,gamma,gamma
2376,gamma,gamma
373,gamma,gamma
908,gamma,gamma
8490,gamma,gamma
1880,gamma,gamma
362,gamma,gamma
3551,gamma,gamma
3566,gamma,gamma
197,gamma,gamma
2335,gamma,gamma
2770,gamma,gamma
3519,gamma,gamma
3045,gamma,gamma
3573,gamma,gamma
454,gamma,gamma
1534,gamma,gamma
8055,gamma,gamma
7564,gamma,gamma
7465,gamma,gamma
600,gamma,gamma
2175,gamma,gamma
7506,gamma,gamma
932,gamma,gamma
7750,gamma,gamma
4117,gamma,gamma
7048,gamma,gamma
273,endothelial,gamma
7631,gamma,gamma
2126,gamma,gamma
2438,gamma,gamma
7467,ductal,gamma
8184,gamma,gamma
1639,gamma,gamma
7846,gamma,gamma
7783,gamma,gamma
7462,gamma,gamma
7661,gamma,gamma
8262,gamma,gamma
1665,gamma,gamma
3515,gamma,gamma
2369,gamma,gamma
3496,gamma,gamma
2309,gamma,gamma
3495,gamma,gamma
313,gamma,gamma
1117,gamma,gamma
1892,gamma,gamma
3016,gamma,gamma
3023,gamma,gamma
1026,gamma,gamma
2407,gamma,gamma
2883,gamma,gamma
3459,gamma,gamma
922,gamma,gamma
801,gamma,gamma
2414,gamma,gamma
2930,gamma,gamma
2835,gamma,gamma
2797,gamma,gamma
2329,gamma,gamma
7149,gamma,gamma
426,gamma,gamma
947,gamma,gamma
4163,gamma,gamma
4173,gamma,gamma
4429,gamma,gamma
4304,gamma,gamma
2904,gamma,gamma
388,gamma,gamma
2389,gamma,gamma
354,gamma,gamma
265,gamma,gamma
996,gamma,gamma
308,gamma,gamma
2602,gamma,gamma
3426,gamma,gamma
8162,gamma,gamma
8213,gamma,gamma
8142,gamma,gamma
8298,gamma,gamma
8332,gamma,gamma
7534,gamma,gamma
1457,gamma,gamma
484,gamma,gamma
2915,gamma,gamma
2874,gamma,gamma
3504,gamma,gamma
5962,gamma,gamma
8064,gamma,gamma
1612,gamma,gamma
5154,gamma,gamma
5806,gamma,gamma
6047,gamma,gamma
3438,gamma,gamma
277,gamma,gamma
905,gamma,gamma
3528,gamma,gamma
4224,gamma,gamma
1401,quiescent_stellate,gamma
1374,gamma,gamma
3709,ductal,gamma
7388,gamma,gamma
2144,gamma,gamma
7730,gamma,gamma
6628,gamma,gamma
5995,gamma,gamma
2794,gamma,gamma
7595,gamma,gamma
2922,gamma,gamma
2033,gamma,gamma
2679,gamma,gamma
1508,gamma,gamma
2232,gamma,gamma
1605,gamma,gamma
8039,gamma,gamma
2185,gamma,gamma
163,gamma,gamma
4938,gamma,gamma
2190,gamma,gamma
6587,gamma,gamma
4725,gamma,gamma
1617,gamma,gamma
5037,alpha,gamma
8013,gamma,gamma
7952,gamma,gamma
770,gamma,gamma
7531,gamma,gamma
256,gamma,gamma
8277,gamma,gamma
1675,gamma,gamma
2847,gamma,gamma
3481,gamma,gamma
856,gamma,gamma
3359,gamma,gamma
2586,gamma,gamma
2415,gamma,gamma
3521,gamma,gamma
2313,gamma,gamma
2681,gamma,gamma
2577,gamma,gamma
3457,gamma,gamma
838,gamma,gamma
1446,gamma,gamma
902,gamma,gamma
1557,gamma,gamma
431,gamma,gamma
7184,gamma,gamma
1122,gamma,gamma
6818,gamma,gamma
2968,gamma,gamma
4773,gamma,gamma
3449,gamma,gamma
1081,gamma,gamma
1024,gamma,gamma
521,gamma,gamma
3021,gamma,gamma
4394,gamma,gamma
2431,gamma,gamma
3443,gamma,gamma
1697,gamma,gamma
301,gamma,gamma
2039,gamma,gamma
2053,alpha,gamma
7594,gamma,gamma
2535,alpha,gamma
8071,gamma,gamma
7445,gamma,gamma
2344,gamma,gamma
3454,gamma,gamma
7754,gamma,gamma
7152,gamma,gamma
3434,gamma,gamma
2398,gamma,gamma
367,gamma,gamma
6221,gamma,gamma
222,gamma,gamma
4679,gamma,gamma
2298,gamma,gamma
6935,gamma,gamma
794,gamma,gamma
7296,activated_stellate,gamma
2351,gamma,gamma
8311,gamma,gamma
5670,gamma,gamma
1388,gamma,beta
79,beta,beta
1321,beta,beta
724,beta,beta
7401,beta,beta
2527,beta,beta
607,beta,beta
1409,beta,beta
1517,beta,beta
1441,beta,beta
7878,beta,beta
735,beta,beta
1356,beta,beta
1285,beta,beta
162,beta,beta
802,beta,beta
644,beta,beta
741,beta,beta
669,beta,beta
688,beta,beta
1391,beta,beta
1561,beta,beta
1462,beta,beta
761,beta,beta
721,beta,beta
790,beta,beta
730,beta,beta
710,beta,beta
1032,beta,beta
629,beta,beta
1282,beta,beta
3100,beta,beta
1361,beta,beta
4608,beta,beta
1954,beta,beta
2038,beta,beta
1994,beta,beta
1482,beta,beta
1345,beta,beta
595,beta,beta
1304,beta,beta
1379,beta,beta
4750,beta,beta
1417,beta,beta
38,beta,beta
3824,beta,beta
2005,beta,beta
5538,beta,beta
4598,beta,beta
2160,beta,beta
139,beta,beta
1236,beta,beta
3841,beta,beta
2074,beta,beta
1278,beta,beta
654,beta,beta
2037,beta,beta
2263,beta,beta
5202,beta,beta
1520,beta,beta
4704,beta,beta
3973,beta,beta
5639,beta,beta
3871,beta,beta
6673,beta,beta
4762,beta,beta
7908,beta,beta
7347,beta,beta
7905,beta,beta
6459,beta,beta
6461,beta,beta
15,beta,beta
4711,beta,beta
4788,beta,beta
5620,beta,beta
1754,beta,beta
2078,beta,beta
5909,beta,beta
4664,beta,beta
6462,beta,beta
4751,beta,beta
4623,beta,beta
5789,beta,beta
5575,beta,beta
5617,beta,beta
5554,beta,beta
6526,beta,beta
73,beta,beta
91,beta,beta
1295,beta,beta
618,beta,beta
1425,beta,beta
1235,beta,beta
585,beta,beta
1342,beta,beta
5583,beta,beta
1232,beta,beta
7,beta,beta
1234,beta,beta
4635,beta,beta
4671,beta,beta
4588,beta,beta
7869,beta,beta
7283,beta,beta
1330,beta,beta
1269,beta,beta
5485,beta,beta
2056,beta,beta
1283,beta,beta
1249,beta,beta
1256,beta,beta
17,beta,beta
5600,beta,beta
3918,beta,beta
7953,beta,beta
1634,beta,beta
6649,beta,beta
5898,beta,beta
4924,beta,beta
1649,beta,beta
4940,beta,beta
8057,beta,beta
5541,beta,beta
6690,beta,beta
4695,beta,beta
2950,beta,beta
3894,beta,beta
4758,beta,beta
3810,beta,beta
2013,beta,beta
6484,beta,beta
1437,beta,beta
7464,beta,beta
638,beta,beta
2076,beta,beta
2027,beta,beta
7919,beta,beta
136,beta,beta
128,beta,beta
4819,beta,beta
4697,beta,beta
7286,beta,beta
1288,beta,beta
8212,beta,beta
166,beta,beta
1487,beta,beta
55,beta,beta
1257,beta,beta
6472,beta,beta
1993,beta,beta
7352,beta,beta
1325,beta,beta
1536,beta,beta
3808,beta,beta
4883,beta,beta
5776,beta,beta
1322,beta,beta
6438,beta,beta
3860,beta,beta
24,beta,beta
4802,beta,beta
3887,beta,beta
1013,beta,beta
1481,beta,beta
4647,beta,beta
827,beta,beta
1497,beta,beta
1363,beta,beta
1710,beta,beta
39,beta,beta
5598,beta,beta
3793,beta,beta
1260,beta,beta
5487,beta,beta
259,beta,beta
925,beta,beta
1006,beta,beta
8232,beta,beta
850,beta,beta
1334,beta,beta
7387,beta,beta
795,beta,beta
1528,beta,beta
718,beta,beta
874,beta,beta
184,beta,beta
1328,beta,beta
7969,beta,beta
175,beta,beta
291,beta,beta
2536,beta,beta
2518,beta,beta
763,beta,beta
2152,beta,beta
3216,beta,beta
264,beta,beta
115,beta,beta
317,beta,beta
8105,beta,beta
7419,beta,beta
693,beta,beta
845,beta,beta
601,beta,beta
1619,beta,beta
1333,beta,beta
683,beta,beta
7500,beta,beta
1389,beta,beta
181,beta,beta
7346,beta,beta
651,beta,beta
650,beta,beta
784,beta,beta
720,beta,beta
2138,beta,beta
891,beta,beta
695,beta,beta
641,beta,beta
610,beta,beta
1539,beta,beta
1701,beta,beta
7634,beta,beta
664,beta,beta
211,beta,beta
1722,beta,beta
7649,beta,beta
1331,beta,beta
1456,beta,beta
2225,beta,beta
2727,beta,beta
2621,beta,beta
2010,beta,beta
1463,beta,beta
920,beta,beta
1531,beta,beta
2601,beta,beta
848,beta,beta
1451,beta,beta
168,beta,beta
1498,beta,beta
1416,beta,beta
8548,delta,beta
2372,delta,beta
1737,delta,beta
6559,delta,beta
3553,delta,beta
6233,delta,beta
4379,delta,beta
6243,delta,beta
2110,delta,beta
1678,delta,beta
3506,delta,beta
4093,ductal,beta
486,delta,beta
4477,delta,beta
488,delta,beta
6214,delta,beta
6058,delta,beta
5198,delta,beta
1680,delta,beta
275,delta,beta
3534,delta,beta
7837,delta,beta
252,delta,beta
1041,delta,beta
1803,delta,beta
4326,delta,beta
6622,activated_stellate,beta
1969,ductal,beta
2183,delta,beta
4890,beta,beta
7929,beta,beta
5564,beta,beta
6463,beta,beta
3085,beta,beta
1434,beta,beta
6656,beta,beta
4823,beta,beta
3906,beta,beta
2220,endothelial,beta
5012,beta,beta
4740,beta,beta
4800,beta,beta
4727,beta,beta
5684,beta,beta
122,beta,beta
1511,beta,beta
5557,beta,beta
589,beta,beta
170,beta,beta
723,beta,beta
1507,beta,beta
7369,beta,beta
4724,beta,beta
3760,beta,beta
4900,beta,beta
6662,beta,beta
6464,beta,beta
5689,beta,beta
3812,beta,beta
6505,beta,beta
4056,beta,beta
5614,beta,beta
305,beta,beta
1763,beta,beta
5765,beta,beta
5730,beta,beta
1108,beta,beta
6563,beta,beta
3307,beta,beta
5743,beta,beta
1316,beta,beta
7355,beta,beta
3798,beta,beta
1492,beta,beta
6131,beta,beta
4929,beta,beta
1667,beta,beta
5618,beta,beta
5948,beta,beta
6787,beta,beta
3863,beta,beta
2065,beta,beta
2186,beta,beta
5630,beta,beta
6104,beta,beta
6675,beta,beta
6529,beta,beta
7509,beta,beta
7985,beta,beta
681,beta,beta
5057,beta,beta
6955,beta,beta
3988,beta,beta
5257,beta,beta
5573,beta,beta
2627,beta,beta
5926,beta,beta
3340,beta,beta
6211,beta,beta
6997,beta,beta
3175,beta,beta
4643,beta,beta
2542,beta,beta
2568,beta,beta
6596,beta,beta
5584,beta,beta
6594,beta,beta
3880,beta,beta
4735,beta,beta
7528,beta,beta
873,beta,beta
5792,beta,beta
5665,beta,beta
7300,beta,beta
5526,beta,beta
7544,beta,beta
5852,beta,beta
5611,beta,beta
6465,beta,beta
5712,beta,beta
929,beta,beta
4095,beta,beta
1397,beta,beta
7319,beta,beta
71,beta,beta
712,beta,beta
1593,beta,beta
6624,beta,beta
5702,beta,beta
3430,beta,beta
2629,beta,beta
2197,beta,beta
6759,beta,beta
6585,beta,beta
4919,beta,beta
867,beta,beta
6711,beta,beta
260,beta,beta
7308,beta,beta
7557,beta,beta
3192,beta,beta
6697,beta,beta
4754,beta,beta
2156,beta,beta
7895,beta,beta
2017,beta,beta
7338,beta,beta
7287,beta,beta
7341,beta,beta
6499,beta,beta
7376,beta,beta
7315,beta,beta
1296,beta,beta
5897,beta,beta
3839,beta,beta
7416,beta,beta
7304,beta,beta
7293,beta,beta
7313,beta,beta
7512,beta,beta
6752,beta,beta
6688,beta,beta
6409,beta,beta
3795,beta,beta
6501,beta,beta
2761,beta,beta
6754,beta,beta
1459,beta,beta
6590,beta,beta
6646,beta,beta
3903,beta,beta
5822,beta,beta
6830,beta,beta
7519,beta,beta
5652,alpha,beta
2174,beta,beta
6713,beta,beta
5182,beta,beta
4971,beta,beta
4222,beta,beta
1750,beta,beta
4153,beta,beta
1579,beta,beta
6611,beta,beta
3978,beta,beta
4170,beta,beta
150,beta,beta
840,schwann,beta
886,beta,beta
5586,beta,beta
3815,beta,beta
5841,beta,beta
5813,beta,beta
5862,beta,beta
6871,beta,beta
472,beta,beta
4862,beta,beta
5865,beta,beta
5719,beta,beta
6593,beta,beta
4837,beta,beta
5571,beta,beta
3930,beta,beta
1412,beta,beta
1424,beta,beta
661,endothelial,beta
4867,beta,beta
5104,beta,beta
6618,beta,beta
7680,beta,beta
6610,beta,beta
4993,beta,beta
5266,beta,beta
5626,beta,beta
1355,beta,beta
3368,beta,beta
5797,beta,beta
6530,beta,beta
5570,beta,beta
7614,beta,beta
2566,beta,beta
2579,beta,beta
165,beta,beta
2893,beta,beta
2614,beta,beta
3275,beta,beta
2765,beta,beta
2593,beta,beta
5681,beta,beta
6950,beta,beta
6704,beta,beta
5236,beta,beta
94,beta,beta
4072,beta,beta
6022,beta,beta
160,beta,beta
241,beta,beta
941,beta,beta
5844,beta,beta
2781,beta,beta
107,beta,beta
6731,beta,beta
4897,beta,beta
144,beta,beta
7417,beta,beta
7946,beta,beta
8170,beta,beta
5703,beta,beta
6864,beta,beta
5121,beta,beta
5139,beta,beta
3936,beta,beta
1254,macrophage,beta
5696,beta,beta
4831,beta,beta
5747,beta,beta
3783,beta,beta
151,beta,beta
1386,endothelial,beta
5545,beta,beta
2552,beta,beta
3149,beta,beta
2564,beta,beta
1503,beta,beta
1447,beta,beta
1564,ductal,beta
7426,beta,beta
5940,beta,beta
4791,beta,beta
5687,beta,beta
6603,beta,beta
6668,beta,beta
294,beta,beta
2737,beta,beta
2544,beta,beta
97,beta,beta
700,beta,beta
2179,beta,beta
176,beta,beta
346,beta,beta
5672,beta,beta
3230,beta,beta
1532,beta,beta
623,beta,beta
83,beta,beta
105,beta,beta
705,beta,beta
30,beta,beta
1408,beta,beta
1209,beta,beta
179,beta,beta
3189,beta,beta
2164,beta,beta
643,beta,beta
2063,beta,beta
1250,beta,beta
648,beta,beta
1419,beta,beta
1366,beta,beta
1224,beta,beta
659,beta,beta
57,beta,beta
675,beta,beta
1427,beta,beta
2638,beta,beta
27,beta,beta
1480,beta,beta
3097,beta,beta
1291,beta,beta
2521,beta,beta
3145,beta,beta
2119,beta,beta
3118,beta,beta
697,beta,beta
1276,beta,beta
1302,beta,beta
2550,beta,beta
1266,beta,beta
1230,beta,beta
1474,beta,beta
4690,beta,beta
210,beta,beta
1319,beta,beta
111,beta,beta
21,beta,beta
121,beta,beta
1383,beta,beta
20,beta,beta
3164,beta,beta
1620,beta,beta
142,beta,beta
5648,beta,beta
709,beta,beta
749,beta,beta
114,beta,beta
4840,beta,beta
7368,beta,beta
1244,beta,beta
90,beta,beta
806,beta,beta
2161,beta,beta
7351,beta,beta
2508,activated_stellate,beta
1268,beta,beta
1453,beta,beta
1393,beta,beta
6631,beta,beta
7910,beta,beta
1262,beta,beta
2168,beta,beta
2000,beta,beta
1346,beta,beta
1292,beta,beta
672,beta,beta
227,beta,beta
1350,beta,beta
3146,beta,beta
54,beta,beta
3389,beta,beta
2580,beta,beta
2305,beta,beta
1995,beta,beta
5225,beta,beta
6425,beta,beta
1404,beta,beta
1395,beta,beta
3241,beta,beta
3229,beta,beta
3349,beta,beta
1341,beta,beta
2044,beta,beta
5569,beta,beta
3725,beta,beta
6479,beta,beta
2725,beta,beta
2553,beta,beta
2631,beta,beta
3261,beta,beta
5800,beta,beta
6630,beta,beta
6503,beta,beta
267,beta,beta
204,beta,beta
5680,beta,beta
736,beta,beta
1477,beta,beta
653,beta,beta
1436,beta,beta
81,beta,beta
1335,beta,beta
196,beta,beta
4761,beta,beta
1421,beta,beta
3804,beta,beta
5690,beta,beta
7644,beta,beta
2325,beta,beta
1329,beta,beta
4140,beta,beta
6491,beta,beta
3920,beta,beta
1286,beta,beta
52,beta,beta
1556,beta,beta
4842,beta,beta
2742,beta,beta
630,beta,beta
116,beta,beta
834,beta,beta
2554,beta,beta
5520,beta,beta
1317,beta,beta
1287,beta,beta
1215,beta,beta
1284,beta,beta
6592,beta,beta
1294,beta,beta
1324,beta,beta
186,beta,beta
2120,beta,beta
1518,beta,beta
1501,beta,beta
37,beta,beta
796,beta,beta
118,beta,beta
206,beta,beta
6837,beta,beta
4977,beta,beta
298,beta,beta
5633,beta,beta
5574,beta,beta
7872,beta,beta
1535,beta,beta
3828,beta,beta
805,beta,beta
1369,beta,beta
124,beta,beta
1314,beta,beta
1231,beta,beta
624,beta,beta
2029,beta,beta
1533,beta,beta
2052,beta,beta
7971,beta,beta
147,beta,beta
5756,beta,beta
143,beta,beta
756,beta,beta
4905,beta,beta
1248,beta,beta
199,beta,beta
847,beta,beta
200,beta,beta
4792,beta,beta
3796,ductal,beta
5686,beta,beta
3498,beta,beta
2824,beta,beta
6227,beta,beta
1770,beta,beta
4038,beta,beta
2049,ductal,beta
2141,beta,beta
7511,beta,beta
6653,beta,beta
6142,beta,beta
3065,beta,beta
6842,beta,beta
4063,beta,beta
4399,beta,beta
4506,beta,beta
1851,beta,beta
5669,beta,beta
4204,beta,beta
4884,beta,beta
5008,beta,beta
1551,beta,beta
1629,beta,beta
5594,beta,beta
1273,beta,beta
7303,beta,beta
605,beta,beta
2082,beta,beta
738,beta,beta
1300,beta,beta
1630,beta,beta
58,beta,beta
732,beta,beta
1549,beta,beta
6027,beta,beta
4055,beta,beta
1991,beta,beta
2771,beta,beta
145,beta,beta
8134,beta,beta
1431,beta,beta
4912,beta,beta
812,beta,beta
6561,beta,beta
7322,beta,beta
7884,beta,beta
7432,beta,beta
5899,beta,beta
5851,beta,beta
8044,beta,beta
7386,beta,beta
3256,beta,beta
2700,beta,beta
2358,beta,beta
8209,beta,beta
5820,beta,beta
7818,beta,beta
5124,beta,beta
5367,beta,beta
6953,beta,beta
1484,beta,beta
5908,beta,beta
6676,beta,beta
5140,beta,beta
8360,beta,beta
1422,beta,beta
744,beta,beta
7976,beta,beta
3994,beta,beta
6721,beta,beta
6582,beta,beta
6660,beta,beta
2691,beta,beta
2728,beta,beta
2330,beta,beta
3879,beta,beta
225,beta,beta
3787,beta,beta
5692,beta,beta
7532,beta,beta
727,beta,beta
7892,beta,beta
1514,beta,beta
75,beta,beta
100,beta,beta
1357,beta,beta
152,beta,beta
1544,beta,beta
1602,beta,beta
782,beta,beta
4192,beta,beta
253,beta,beta
4069,beta,beta
137,beta,beta
687,beta,beta
4709,beta,beta
1221,beta,beta
6715,beta,beta
6508,beta,beta
5824,beta,beta
283,beta,beta
95,beta,beta
1499,beta,beta
1460,beta,beta
1493,beta,beta
603,beta,beta
1473,beta,beta
1552,beta,beta
6607,beta,beta
8040,beta,beta
8121,beta,beta
3247,beta,beta
7693,beta,beta
80,beta,beta
351,beta,beta
448,beta,beta
50,beta,beta
82,beta,beta
243,beta,beta
2678,beta,beta
188,endothelial,beta
1653,beta,beta
359,beta,beta
4315,beta,beta
153,beta,beta
3820,beta,beta
5111,beta,beta
2709,beta,beta
2633,beta,beta
3222,beta,beta
5090,beta,beta
6089,beta,beta
6572,beta,beta
6635,beta,beta
231,beta,beta
3371,beta,beta
2189,beta,beta
4368,beta,beta
5737,beta,beta
5022,beta,beta
1364,beta,beta
3895,beta,beta
2774,beta,beta
7909,beta,beta
2560,beta,beta
2133,beta,beta
157,beta,beta
6568,beta,beta
130,beta,beta
853,beta,beta
2124,beta,beta
740,beta,beta
7396,beta,beta
678,beta,beta
704,beta,beta
3837,beta,beta
2981,beta,beta
2573,beta,beta
2894,beta,beta
820,beta,beta
4925,beta,beta
2734,beta,beta
2853,beta,beta
2192,beta,beta
5679,beta,beta
35,beta,beta
133,beta,beta
3874,beta,beta
2173,beta,beta
239,beta,beta
4980,beta,beta
3195,quiescent_stellate,beta
7485,beta,beta
7949,beta,beta
4005,beta,beta
6729,beta,beta
2217,beta,beta
7973,beta,beta
760,beta,beta
6741,beta,beta
6985,beta,beta
6714,beta,beta
3542,beta,beta
4018,beta,beta
6914,beta,beta
2227,beta,beta
982,beta,beta
1405,beta,beta
746,beta,beta
2042,beta,beta
6544,acinar,beta
4708,beta,beta
7667,beta,beta
7875,beta,beta
7711,beta,beta
7588,beta,beta
8037,beta,beta
7920,beta,beta
7936,beta,beta
7582,beta,beta
7366,beta,beta
7492,beta,beta
2671,beta,beta
2270,beta,beta
3451,beta,beta
3944,beta,beta
228,beta,beta
5754,beta,beta
1483,beta,beta
7729,beta,beta
5069,beta,beta
7083,beta,beta
3801,beta,beta
3983,beta,beta
6755,beta,beta
3825,beta,beta
5180,beta,beta
2235,beta,beta
5784,beta,beta
1545,beta,beta
5671,beta,beta
1505,beta,beta
6507,beta,beta
4733,beta,beta
5861,beta,beta
78,beta,beta
8067,beta,beta
7353,beta,beta
108,beta,beta
4913,beta,beta
1603,beta,beta
1567,beta,beta
1663,beta,beta
4006,delta,beta
4064,beta,beta
429,beta,beta
386,beta,beta
394,beta,beta
3990,beta,beta
4948,beta,beta
6834,beta,beta
6282,beta,beta
5048,beta,beta
238,beta,beta
7002,beta,beta
3456,beta,beta
2622,beta,beta
2386,beta,beta
2744,beta,beta
3386,beta,beta
3470,beta,beta
5914,beta,beta
4110,beta,beta
5581,beta,beta
767,beta,beta
7994,beta,beta
8181,beta,beta
6652,beta,beta
1631,beta,beta
5693,beta,beta
4070,beta,beta
7543,beta,beta
5092,beta,beta
3951,quiescent_stellate,beta
5632,beta,beta
5683,ductal,beta
936,beta,beta
266,beta,beta
7024,beta,beta
4121,beta,beta
4065,beta,beta
5810,beta,beta
4025,beta,beta
6108,beta,beta
6062,beta,beta
5934,beta,beta
4836,beta,beta
4073,beta,beta
4910,beta,beta
3203,beta,beta
331,beta,beta
8380,beta,beta
3761,beta,beta
5708,beta,beta
167,beta,beta
1864,beta,beta
7050,beta,beta
6691,beta,beta
962,beta,beta
1692,beta,beta
4427,beta,beta
5120,beta,beta
4721,beta,beta
7959,beta,beta
2087,beta,beta
7438,beta,beta
7897,beta,beta
6575,beta,beta
4728,beta,beta
7880,beta,beta
1359,beta,beta
1494,beta,beta
1411,beta,beta
236,beta,beta
808,beta,beta
1676,beta,beta
7471,beta,beta
5682,beta,beta
6796,beta,beta
5221,beta,beta
6893,beta,beta
6679,beta,beta
4044,beta,beta
5783,beta,beta
6829,beta,beta
1698,beta,beta
5947,beta,beta
4927,beta,beta
5001,beta,beta
8477,beta,beta
7460,beta,beta
1418,beta,beta
7422,beta,beta
4866,beta,beta
3902,beta,beta
7542,beta,beta
7725,beta,beta
5746,beta,beta
4107,beta,beta
5082,beta,beta
1661,beta,beta
4893,beta,beta
7106,beta,beta
7206,beta,beta
5087,beta,beta
6283,beta,beta
797,beta,beta
766,beta,beta
666,beta,beta
6717,beta,beta
3909,beta,beta
6642,beta,beta
4834,beta,beta
673,beta,beta
2748,beta,beta
7740,beta,beta
3896,beta,beta
5185,beta,beta
927,beta,beta
7371,beta,beta
223,beta,beta
7548,beta,beta
4104,beta,beta
5834,beta,beta
1051,beta,beta
8387,beta,beta
5249,beta,beta
1758,beta,beta
6306,beta,beta
5284,beta,beta
397,beta,beta
6208,beta,beta
6789,beta,beta
3827,beta,beta
8335,beta,beta
4845,beta,beta
779,beta,beta
965,beta,beta
5975,beta,beta
781,beta,beta
6724,beta,beta
1632,beta,beta
4146,beta,beta
42,beta,beta
6740,beta,beta
3921,beta,beta
4777,beta,beta
7673,beta,beta
3399,beta,beta
2780,beta,beta
2719,beta,beta
2533,beta,beta
5986,beta,beta
7101,beta,beta
2230,beta,beta
7640,beta,beta
7405,beta,beta
598,beta,beta
8036,beta,beta
6407,beta,beta
6895,beta,beta
126,beta,beta
771,beta,beta
1690,beta,beta
3955,beta,beta
6999,beta,beta
5651,beta,beta
3103,beta,beta
2656,beta,beta
2626,beta,beta
7350,beta,beta
2135,beta,beta
6794,beta,beta
7191,beta,beta
4092,beta,beta
3575,beta,beta
4214,beta,beta
7433,beta,beta
7651,beta,beta
6908,beta,beta
587,endothelial,beta
7058,beta,beta
676,beta,beta
1571,beta,beta
703,beta,beta
7491,beta,beta
